Street Address,City,State,Storm Magnitude,AI Damage Score %,Likely Insurance,Event Date
149 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
150 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
151 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
152 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
153 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
154 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
155 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
156 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
157 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
158 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
159 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
160 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
161 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
162 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
163 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
164 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
165 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
166 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
167 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
168 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
169 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
170 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
171 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
172 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
173 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
174 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
175 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
176 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
177 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
178 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
179 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
180 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
181 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
182 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
183 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
184 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
185 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
186 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
187 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
188 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
189 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
190 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
191 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
192 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
193 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
194 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
195 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
196 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
197 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
198 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
199 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
200 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,12.33,Unknown,2026-04-25
150 NW 50th St,Oklahoma City,OK,2.1,12.31,Unknown,2026-04-23
192 W Maine St,Enid,OK,2.0,12.29,Unknown,2026-04-25
188 W Maine St,Enid,OK,2.0,12.27,Unknown,2026-04-25
168 E 1st St,Tulsa,OK,1.6,12.24,Unknown,2026-04-23
138 E Broadway Ave,Enid,OK,2.0,12.22,Unknown,2026-04-25
300 N High St,,NATIONAL_EXHAUSTIVE,2.0,12.18,Unknown,2026-04-25
113 E 1st St,Tulsa,OK,1.6,12.17,Unknown,2026-04-23
164 E 1st St,Tulsa,OK,1.6,12.17,Unknown,2026-04-23
228 W Maine St,Enid,OK,2.0,12.16,Unknown,2026-04-25
118 E 91st St,Tulsa,OK,2.0,12.15,Unknown,2026-04-23
120 E 91st St,Tulsa,OK,2.0,12.15,Unknown,2026-04-23
140 E Broadway Ave,Enid,OK,2.0,12.08,Unknown,2026-04-25
301 E Broadway Ave,Enid,OK,2.0,12.07,Unknown,2026-04-25
186 W Maine St,Enid,OK,2.0,12.04,Unknown,2026-04-25
136 NW 50th St,Oklahoma City,OK,2.1,12.04,Unknown,2026-04-23
149 E 1st St,Tulsa,OK,1.6,12.04,Unknown,2026-04-23
160 E 1st St,Tulsa,OK,1.6,12.04,Unknown,2026-04-23
118 N High St,,NATIONAL_EXHAUSTIVE,2.0,12.03,Unknown,2026-04-25
116 N High St,,NATIONAL_EXHAUSTIVE,2.0,12.02,Unknown,2026-04-25
162 E 1st St,Tulsa,OK,1.6,12.02,Unknown,2026-04-23
206 W Maine St,Enid,OK,2.0,12.01,Unknown,2026-04-25
119 E Broadway Ave,Enid,OK,2.0,12.01,Unknown,2026-04-25
110 E Broadway Ave,Enid,OK,2.0,12.0,Unknown,2026-04-25
208 W Maine St,Enid,OK,2.0,11.99,Unknown,2026-04-25
295 NW 50th St,Oklahoma City,OK,2.1,11.99,Unknown,2026-04-23
105 E Broadway Ave,Enid,OK,2.0,11.97,Unknown,2026-04-25
224 W Maine St,Enid,OK,2.0,11.96,Unknown,2026-04-25
142 E Broadway Ave,Enid,OK,2.0,11.95,Unknown,2026-04-25
396 E Broadway Ave,Enid,OK,2.0,11.95,Unknown,2026-04-25
147 E 1st St,Tulsa,OK,1.6,11.91,Unknown,2026-04-23
107 E Broadway Ave,Enid,OK,2.0,11.9,Unknown,2026-04-25
154 E Broadway Ave,Enid,OK,2.0,11.88,Unknown,2026-04-25
275 N High St,,NATIONAL_EXHAUSTIVE,2.0,11.87,Unknown,2026-04-25
184 W Maine St,Enid,OK,2.0,11.87,Unknown,2026-04-25
226 W Maine St,Enid,OK,2.0,11.86,Unknown,2026-04-25
232 W Maine St,Enid,OK,2.0,11.85,Unknown,2026-04-25
243 Wilshire Blvd,Nichols Hills,OK,2.25,11.85,Unknown,2026-04-25
393 E Broadway Ave,Enid,OK,2.0,11.83,Unknown,2026-04-25
230 W Maine St,Enid,OK,2.0,11.82,Unknown,2026-04-25
210 W Maine St,Enid,OK,2.0,11.81,Unknown,2026-04-25
214 W Maine St,Enid,OK,2.0,11.81,Unknown,2026-04-25
182 W Maine St,Enid,OK,2.0,11.79,Unknown,2026-04-25
144 E Broadway Ave,Enid,OK,2.0,11.78,Unknown,2026-04-25
145 E 1st St,Tulsa,OK,1.6,11.78,Unknown,2026-04-23
"578 , , Georgia",South Laura,GEORGIA,3.91,11.76,Unknown,2026-04-03
212 W Maine St,Enid,OK,2.0,11.76,Unknown,2026-04-25
128 NW 50th St,Oklahoma City,OK,2.1,11.75,Unknown,2026-04-23
395 E Broadway Ave,Enid,OK,2.0,11.73,Unknown,2026-04-25
397 E Broadway Ave,Enid,OK,2.0,11.72,Unknown,2026-04-25
111 E Broadway Ave,Enid,OK,2.0,11.71,Unknown,2026-04-25
146 E Broadway Ave,Enid,OK,2.0,11.71,Unknown,2026-04-25
150 E Broadway Ave,Enid,OK,2.0,11.71,Unknown,2026-04-25
156 E Broadway Ave,Enid,OK,2.0,11.71,Unknown,2026-04-25
180 W Maine St,Enid,OK,2.0,11.7,Unknown,2026-04-25
204 W Maine St,Enid,OK,2.0,11.7,Unknown,2026-04-25
115 E 1st St,Tulsa,OK,1.6,11.69,Unknown,2026-04-23
148 E Broadway Ave,Enid,OK,2.0,11.68,Unknown,2026-04-25
152 E Broadway Ave,Enid,OK,2.0,11.67,Unknown,2026-04-25
222 W Maine St,Enid,OK,2.0,11.66,Unknown,2026-04-25
216 W Maine St,Enid,OK,2.0,11.65,Unknown,2026-04-25
158 E Broadway Ave,Enid,OK,2.0,11.65,Unknown,2026-04-25
297 NW 50th St,Oklahoma City,OK,2.1,11.64,Unknown,2026-04-23
178 W Maine St,Enid,OK,2.0,11.62,Unknown,2026-04-25
176 W Maine St,Enid,OK,2.0,11.59,Unknown,2026-04-25
143 E 1st St,Tulsa,OK,1.6,11.48,Unknown,2026-04-23
"3483 Horseshoe Bend Road, , Virginia 24095",Hernandezmouth,VIRGINIA,3.79,11.42,Unknown,2026-03-30
141 E 1st St,Tulsa,OK,1.6,11.42,Unknown,2026-04-23
117 E 1st St,Tulsa,OK,1.6,11.39,Unknown,2026-04-23
299 NW 50th St,Oklahoma City,OK,2.1,11.38,Unknown,2026-04-23
234 W Maine St,Enid,OK,2.0,11.37,Unknown,2026-04-25
174 W Maine St,Enid,OK,2.0,11.34,Unknown,2026-04-25
160 E Broadway Ave,Enid,OK,2.0,11.34,Unknown,2026-04-25
108 E Broadway Ave,Enid,OK,2.0,11.3,Unknown,2026-04-25
119 E 1st St,Tulsa,OK,1.6,11.28,Unknown,2026-04-23
118 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,11.26,Unknown,2026-04-25
218 W Maine St,Enid,OK,2.0,11.26,Unknown,2026-04-25
202 W Maine St,Enid,OK,2.0,11.21,Unknown,2026-04-25
220 W Maine St,Enid,OK,2.0,11.21,Unknown,2026-04-25
109 E Broadway Ave,Enid,OK,2.0,11.2,Unknown,2026-04-25
115 E Broadway Ave,Enid,OK,2.0,11.18,Unknown,2026-04-25
204 N Grand St,Enid,OK,2.0,11.17,Unknown,2026-04-25
117 E Broadway Ave,Enid,OK,2.0,11.15,Unknown,2026-04-25
121 E 1st St,Tulsa,OK,1.6,11.15,Unknown,2026-04-23
172 W Maine St,Enid,OK,2.0,11.14,Unknown,2026-04-25
162 E Broadway Ave,Enid,OK,2.0,11.1,Unknown,2026-04-25
200 W Maine St,Enid,OK,2.0,11.09,Unknown,2026-04-25
202 N Grand St,Enid,OK,2.0,11.08,Unknown,2026-04-25
236 N Grand St,Enid,OK,2.0,11.05,Unknown,2026-04-25
113 E Broadway Ave,Enid,OK,2.0,11.04,Unknown,2026-04-25
106 W Maine St,Enid,OK,2.0,11.03,Unknown,2026-04-25
170 W Maine St,Enid,OK,2.0,11.03,Unknown,2026-04-25
104 W Maine St,Enid,OK,2.0,11.02,Unknown,2026-04-25
105 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,11.0,Unknown,2026-04-25
200 N Grand St,Enid,OK,2.0,10.98,Unknown,2026-04-25
198 W Maine St,Enid,OK,2.0,10.98,Unknown,2026-04-25
199 W Maine St,Enid,OK,2.0,10.98,Unknown,2026-04-25
240 W Maine St,Enid,OK,2.0,10.97,Unknown,2026-04-25
238 W Maine St,Enid,OK,2.0,10.95,Unknown,2026-04-25
"2646 , , Coahuila",Port Jon,TEXAS,2.99,10.92,Unknown,2026-03-27
121 E Broadway Ave,Enid,OK,2.0,10.91,Unknown,2026-04-25
116 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,10.9,Unknown,2026-04-25
231 W Maine St,Enid,OK,2.0,10.89,Unknown,2026-04-25
102 W Maine St,Enid,OK,2.0,10.88,Unknown,2026-04-25
120 W Maine St,Enid,OK,2.0,10.88,Unknown,2026-04-25
130 NW 50th St,Oklahoma City,OK,2.1,10.88,Unknown,2026-04-23
126 W Maine St,Enid,OK,2.0,10.87,Unknown,2026-04-25
134 NW 50th St,Oklahoma City,OK,2.1,10.87,Unknown,2026-04-23
123 E 1st St,Tulsa,OK,1.6,10.87,Unknown,2026-04-23
101 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,10.86,Unknown,2026-04-25
124 W Maine St,Enid,OK,2.0,10.86,Unknown,2026-04-25
168 W Maine St,Enid,OK,2.0,10.83,Unknown,2026-04-25
210 N Grand St,Enid,OK,2.0,10.81,Unknown,2026-04-25
164 E Broadway Ave,Enid,OK,2.0,10.81,Unknown,2026-04-25
236 W Maine St,Enid,OK,2.0,10.79,Unknown,2026-04-25
139 E 1st St,Tulsa,OK,1.6,10.78,Unknown,2026-04-23
122 W Maine St,Enid,OK,2.0,10.77,Unknown,2026-04-25
128 W Maine St,Enid,OK,2.0,10.77,Unknown,2026-04-25
234 N Grand St,Enid,OK,2.0,10.76,Unknown,2026-04-25
206 N Grand St,Enid,OK,2.0,10.73,Unknown,2026-04-25
212 N Grand St,Enid,OK,2.0,10.72,Unknown,2026-04-25
196 W Maine St,Enid,OK,2.0,10.72,Unknown,2026-04-25
195 W Maine St,Enid,OK,2.0,10.71,Unknown,2026-04-25
112 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,10.7,Unknown,2026-04-25
208 N Grand St,Enid,OK,2.0,10.7,Unknown,2026-04-25
218 N Grand St,Enid,OK,2.0,10.69,Unknown,2026-04-25
229 N Grand St,Enid,OK,2.0,10.69,Unknown,2026-04-25
106 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,10.67,Unknown,2026-04-25
238 N Grand St,Enid,OK,2.0,10.67,Unknown,2026-04-25
193 W Maine St,Enid,OK,2.0,10.67,Unknown,2026-04-25
108 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,10.66,Unknown,2026-04-25
110 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,10.66,Unknown,2026-04-25
146 W Maine St,Enid,OK,2.0,10.65,Unknown,2026-04-25
240 N Grand St,Enid,OK,2.0,10.64,Unknown,2026-04-25
130 W Maine St,Enid,OK,2.0,10.64,Unknown,2026-04-25
194 W Maine St,Enid,OK,2.0,10.64,Unknown,2026-04-25
214 N Grand St,Enid,OK,2.0,10.61,Unknown,2026-04-25
232 N Grand St,Enid,OK,2.0,10.61,Unknown,2026-04-25
132 W Maine St,Enid,OK,2.0,10.61,Unknown,2026-04-25
216 N Grand St,Enid,OK,2.0,10.6,Unknown,2026-04-25
237 N Grand St,Enid,OK,2.0,10.6,Unknown,2026-04-25
197 W Maine St,Enid,OK,2.0,10.6,Unknown,2026-04-25
230 N Grand St,Enid,OK,2.0,10.59,Unknown,2026-04-25
148 W Maine St,Enid,OK,2.0,10.58,Unknown,2026-04-25
235 N Grand St,Enid,OK,2.0,10.57,Unknown,2026-04-25
136 W Maine St,Enid,OK,2.0,10.57,Unknown,2026-04-25
111 E 1st St,Tulsa,OK,1.6,10.57,Unknown,2026-04-23
120 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,10.56,Unknown,2026-04-25
134 W Maine St,Enid,OK,2.0,10.56,Unknown,2026-04-25
233 W Maine St,Enid,OK,2.0,10.56,Unknown,2026-04-25
235 W Maine St,Enid,OK,2.0,10.56,Unknown,2026-04-25
242 W Maine St,Enid,OK,2.0,10.56,Unknown,2026-04-25
244 W Maine St,Enid,OK,2.0,10.56,Unknown,2026-04-25
100 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,10.54,Unknown,2026-04-25
242 N Grand St,Enid,OK,2.0,10.54,Unknown,2026-04-25
104 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,10.53,Unknown,2026-04-25
114 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,10.53,Unknown,2026-04-25
132 NW 50th St,Oklahoma City,OK,2.1,10.52,Unknown,2026-04-23
231 N Grand St,Enid,OK,2.0,10.5,Unknown,2026-04-25
166 E Broadway Ave,Enid,OK,2.0,10.5,Unknown,2026-04-25
227 N Grand St,Enid,OK,2.0,10.49,Unknown,2026-04-25
244 N Grand St,Enid,OK,2.0,10.49,Unknown,2026-04-25
144 W Maine St,Enid,OK,2.0,10.48,Unknown,2026-04-25
123 E Broadway Ave,Enid,OK,2.0,10.48,Unknown,2026-04-25
102 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,10.47,Unknown,2026-04-25
150 W Maine St,Enid,OK,2.0,10.47,Unknown,2026-04-25
137 E 1st St,Tulsa,OK,1.6,10.46,Unknown,2026-04-23
233 N Grand St,Enid,OK,2.0,10.44,Unknown,2026-04-25
108 W Maine St,Enid,OK,2.0,10.44,Unknown,2026-04-25
152 W Maine St,Enid,OK,2.0,10.44,Unknown,2026-04-25
138 W Maine St,Enid,OK,2.0,10.42,Unknown,2026-04-25
237 W Maine St,Enid,OK,2.0,10.42,Unknown,2026-04-25
125 E 1st St,Tulsa,OK,1.6,10.37,Unknown,2026-04-23
241 N Grand St,Enid,OK,2.0,10.36,Unknown,2026-04-25
118 W Maine St,Enid,OK,2.0,10.36,Unknown,2026-04-25
166 W Maine St,Enid,OK,2.0,10.35,Unknown,2026-04-25
220 N Grand St,Enid,OK,2.0,10.34,Unknown,2026-04-25
101 E 1st St,Tulsa,OK,1.6,10.34,Unknown,2026-04-23
225 N Grand St,Enid,OK,2.0,10.32,Unknown,2026-04-25
226 N Grand St,Enid,OK,2.0,10.32,Unknown,2026-04-25
122 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,10.31,Unknown,2026-04-25
154 W Maine St,Enid,OK,2.0,10.3,Unknown,2026-04-25
246 W Maine St,Enid,OK,2.0,10.3,Unknown,2026-04-25
136 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,10.29,Unknown,2026-04-25
239 N Grand St,Enid,OK,2.0,10.29,Unknown,2026-04-25
245 N Grand St,Enid,OK,2.0,10.29,Unknown,2026-04-25
228 N Grand St,Enid,OK,2.0,10.27,Unknown,2026-04-25
223 N Grand St,Enid,OK,2.0,10.26,Unknown,2026-04-25
142 W Maine St,Enid,OK,2.0,10.26,Unknown,2026-04-25
156 W Maine St,Enid,OK,2.0,10.26,Unknown,2026-04-25
250 W Maine St,Enid,OK,2.0,10.26,Unknown,2026-04-25
270 W Maine St,Enid,OK,2.0,10.24,Unknown,2026-04-25
272 W Maine St,Enid,OK,2.0,10.24,Unknown,2026-04-25
302 E Broadway Ave,Enid,OK,2.0,10.24,Unknown,2026-04-25
138 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,10.23,Unknown,2026-04-25
140 W Maine St,Enid,OK,2.0,10.23,Unknown,2026-04-25
268 W Maine St,Enid,OK,2.0,10.23,Unknown,2026-04-25
246 N Grand St,Enid,OK,2.0,10.21,Unknown,2026-04-25
168 E Broadway Ave,Enid,OK,2.0,10.21,Unknown,2026-04-25
243 N Grand St,Enid,OK,2.0,10.2,Unknown,2026-04-25
252 W Maine St,Enid,OK,2.0,10.2,Unknown,2026-04-25
224 N Grand St,Enid,OK,2.0,10.19,Unknown,2026-04-25
103 E Broadway Ave,Enid,OK,2.0,10.18,Unknown,2026-04-25
134 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,10.17,Unknown,2026-04-25
132 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,10.15,Unknown,2026-04-25
260 W Maine St,Enid,OK,2.0,10.15,Unknown,2026-04-25
274 W Maine St,Enid,OK,2.0,10.15,Unknown,2026-04-25
130 E Broadway Ave,Enid,OK,2.0,10.14,Unknown,2026-04-25
158 W Maine St,Enid,OK,2.0,10.12,Unknown,2026-04-25
200 E 4th Ave,Hutchinson,KS,1.5,10.09,Unknown,2026-04-10
200 N Main St,Hutchinson,KS,1.5,10.09,Unknown,2026-04-10
250 W 1st Ave,Hutchinson,KS,1.5,10.09,Unknown,2026-04-10
100 Main St,Hutchinson,KS,1.75,10.09,Unknown,2026-04-10
266 W Maine St,Enid,OK,2.0,10.08,Unknown,2026-04-25
222 N Grand St,Enid,OK,2.0,10.07,Unknown,2026-04-25
248 W Maine St,Enid,OK,2.0,10.07,Unknown,2026-04-25
160 W Maine St,Enid,OK,2.0,10.06,Unknown,2026-04-25
254 W Maine St,Enid,OK,2.0,10.06,Unknown,2026-04-25
247 N Grand St,Enid,OK,2.0,10.02,Unknown,2026-04-25
162 W Maine St,Enid,OK,2.0,10.02,Unknown,2026-04-25
249 N Grand St,Enid,OK,2.0,10.01,Unknown,2026-04-25
221 N Grand St,Enid,OK,2.0,9.98,Unknown,2026-04-25
114 W Maine St,Enid,OK,2.0,9.98,Unknown,2026-04-25
164 W Maine St,Enid,OK,2.0,9.98,Unknown,2026-04-25
130 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,9.95,Unknown,2026-04-25
248 N Grand St,Enid,OK,2.0,9.95,Unknown,2026-04-25
262 W Maine St,Enid,OK,2.0,9.95,Unknown,2026-04-25
252 N Grand St,Enid,OK,2.0,9.94,Unknown,2026-04-25
256 W Maine St,Enid,OK,2.0,9.93,Unknown,2026-04-25
135 E 1st St,Tulsa,OK,1.6,9.93,Unknown,2026-04-23
198 N Grand St,Enid,OK,2.0,9.92,Unknown,2026-04-25
199 N Grand St,Enid,OK,2.0,9.92,Unknown,2026-04-25
259 N Grand St,Enid,OK,2.0,9.92,Unknown,2026-04-25
116 W Maine St,Enid,OK,2.0,9.92,Unknown,2026-04-25
190 N Grand St,Enid,OK,2.0,9.91,Unknown,2026-04-25
191 N Grand St,Enid,OK,2.0,9.91,Unknown,2026-04-25
194 N Grand St,Enid,OK,2.0,9.91,Unknown,2026-04-25
195 N Grand St,Enid,OK,2.0,9.91,Unknown,2026-04-25
253 N Grand St,Enid,OK,2.0,9.91,Unknown,2026-04-25
140 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,9.9,Unknown,2026-04-25
250 N Grand St,Enid,OK,2.0,9.9,Unknown,2026-04-25
251 N Grand St,Enid,OK,2.0,9.9,Unknown,2026-04-25
101 E Broadway Ave,Enid,OK,2.0,9.9,Unknown,2026-04-25
251 E Broadway Ave,Enid,OK,2.0,9.9,Unknown,2026-04-25
150 N Grand St,Enid,OK,2.0,9.89,Unknown,2026-04-25
151 N Grand St,Enid,OK,2.0,9.89,Unknown,2026-04-25
152 N Grand St,Enid,OK,2.0,9.89,Unknown,2026-04-25
153 N Grand St,Enid,OK,2.0,9.89,Unknown,2026-04-25
264 W Maine St,Enid,OK,2.0,9.89,Unknown,2026-04-25
128 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,9.87,Unknown,2026-04-25
154 N Grand St,Enid,OK,2.0,9.87,Unknown,2026-04-25
155 N Grand St,Enid,OK,2.0,9.87,Unknown,2026-04-25
188 N Grand St,Enid,OK,2.0,9.87,Unknown,2026-04-25
189 N Grand St,Enid,OK,2.0,9.87,Unknown,2026-04-25
196 N Grand St,Enid,OK,2.0,9.87,Unknown,2026-04-25
197 N Grand St,Enid,OK,2.0,9.87,Unknown,2026-04-25
126 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,9.86,Unknown,2026-04-25
156 N Grand St,Enid,OK,2.0,9.85,Unknown,2026-04-25
157 N Grand St,Enid,OK,2.0,9.85,Unknown,2026-04-25
192 N Grand St,Enid,OK,2.0,9.84,Unknown,2026-04-25
193 N Grand St,Enid,OK,2.0,9.84,Unknown,2026-04-25
261 N Grand St,Enid,OK,2.0,9.84,Unknown,2026-04-25
258 W Maine St,Enid,OK,2.0,9.84,Unknown,2026-04-25
133 E 1st St,Tulsa,OK,1.6,9.84,Unknown,2026-04-23
162 N Grand St,Enid,OK,2.0,9.83,Unknown,2026-04-25
163 N Grand St,Enid,OK,2.0,9.83,Unknown,2026-04-25
174 N Grand St,Enid,OK,2.0,9.83,Unknown,2026-04-25
175 N Grand St,Enid,OK,2.0,9.83,Unknown,2026-04-25
145 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,9.82,Unknown,2026-04-25
255 N Grand St,Enid,OK,2.0,9.82,Unknown,2026-04-25
276 W Maine St,Enid,OK,2.0,9.82,Unknown,2026-04-25
261 E Broadway Ave,Enid,OK,2.0,9.82,Unknown,2026-04-25
178 N Grand St,Enid,OK,2.0,9.81,Unknown,2026-04-25
179 N Grand St,Enid,OK,2.0,9.81,Unknown,2026-04-25
257 N Grand St,Enid,OK,2.0,9.81,Unknown,2026-04-25
144 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,9.8,Unknown,2026-04-25
147 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,9.79,Unknown,2026-04-25
148 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,9.79,Unknown,2026-04-25
149 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,9.79,Unknown,2026-04-25
158 N Grand St,Enid,OK,2.0,9.79,Unknown,2026-04-25
159 N Grand St,Enid,OK,2.0,9.79,Unknown,2026-04-25
160 N Grand St,Enid,OK,2.0,9.79,Unknown,2026-04-25
161 N Grand St,Enid,OK,2.0,9.79,Unknown,2026-04-25
170 N Grand St,Enid,OK,2.0,9.79,Unknown,2026-04-25
171 N Grand St,Enid,OK,2.0,9.79,Unknown,2026-04-25
254 N Grand St,Enid,OK,2.0,9.79,Unknown,2026-04-25
263 E Broadway Ave,Enid,OK,2.0,9.79,Unknown,2026-04-25
186 N Grand St,Enid,OK,2.0,9.78,Unknown,2026-04-25
187 N Grand St,Enid,OK,2.0,9.78,Unknown,2026-04-25
255 E Broadway Ave,Enid,OK,2.0,9.78,Unknown,2026-04-25
164 N Grand St,Enid,OK,2.0,9.77,Unknown,2026-04-25
165 N Grand St,Enid,OK,2.0,9.77,Unknown,2026-04-25
168 N Grand St,Enid,OK,2.0,9.77,Unknown,2026-04-25
169 N Grand St,Enid,OK,2.0,9.77,Unknown,2026-04-25
256 N Grand St,Enid,OK,2.0,9.77,Unknown,2026-04-25
124 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,9.76,Unknown,2026-04-25
166 N Grand St,Enid,OK,2.0,9.76,Unknown,2026-04-25
167 N Grand St,Enid,OK,2.0,9.76,Unknown,2026-04-25
176 N Grand St,Enid,OK,2.0,9.76,Unknown,2026-04-25
177 N Grand St,Enid,OK,2.0,9.76,Unknown,2026-04-25
180 N Grand St,Enid,OK,2.0,9.76,Unknown,2026-04-25
181 N Grand St,Enid,OK,2.0,9.76,Unknown,2026-04-25
184 N Grand St,Enid,OK,2.0,9.76,Unknown,2026-04-25
185 N Grand St,Enid,OK,2.0,9.76,Unknown,2026-04-25
172 N Grand St,Enid,OK,2.0,9.75,Unknown,2026-04-25
173 N Grand St,Enid,OK,2.0,9.75,Unknown,2026-04-25
253 E Broadway Ave,Enid,OK,2.0,9.75,Unknown,2026-04-25
143 N Grand St,,NATIONAL_EXHAUSTIVE,2.0,9.74,Unknown,2026-04-25
258 N Grand St,Enid,OK,2.0,9.74,Unknown,2026-04-25
